id,sentence,difficulty
3798,"Mais, tout comme l'uploading du cerveau peut être considéré comme un archétype nous permettant de penser l'identité numérique, les rêveries de la nanotechnologie moléculaire apparaissent comme l'horizon lointain des recherches d'aujourd'hui.",C2
3799,"Quand j'étais petit, j'habitais à la campagne je voulais être écrivain",A1
3800,"Un lundi, Franck et Guillaume, qui travaillaient tous les dimanches comme extras dans un autre restaurant sur l'avenue, se sont rendus au chevet de leur grand-mère",B2
3801,"Il appartient à l'homme de ne pas se laisser intimider ou séduire par la puissance des robots au point de perdre le sens de la spécificité des compétences purement humaines: l'illogisme apparent propre à l'émotivité, à la sensibilité et à l'imagination symbolique rend ces facultés inimitables par des machines, même programmées pour simuler l'empathie.",C2
3802,"La société fut fondée en 1931 par Ferdinand Porsche, puis reprise par son fils Ferry Porsche.",B2
3803,Les journalistes ont mis la vérité au grand jour sur l'affaire des déchets radioactifs.,B2
3804,"Autant faire profiter l'Allemagne de leurs compétences a-t-elle pensé, surtout que la région manque cruellement d'enseignants.",B2
3805,Le ventre se trouve à la partie inférieure du tronc,B1
3806,Ma soeur préfère aller à la plage pour lire et bronzer.,A1
3807,"L'adjudant interrogea Fabrice, qui lui parla de son enthousiasme pour l'Empereur avec un accent fort suspect ; sur quoi ce sous-officier le pria de le suivre jusque chez le colonel, établi dans une ferme voisine.",C1
3808,Mon papa est italien et il est fleuriste,A1
3809,Fais attention!,A1
3810,Je la considérais comme une créature céleste.,B2
3811,"Avant Jack Kerouac, mais après François Villon, Lajos Kassák affronte les espaces ouverts, de Budapest à Paris en passant par l'Allemagne et la Belgique, et s'en souvient en 1927, lorsqu'il entreprend son autobiographie.",C2
3812,Mais pas en proposant des portions microscopiques présentées de manière pompeuse.,B2
3813,"Direction Petit Bourg, en Guadeloupe",C1
3814,"Doux comme un agneau, ses mâchoires carrées lui dessinèrent bientôt un profil de gardien.",B2
3815,"Dans tous les cas, l'un des conjoints était belge, l'autre étant italien, marocain ou zaïrois.",B2
3816,"Evoquant les conditions d'examen concomitantes au Sénat du présent projet de loi et des projets de loi relatifs à la limitation du cumul des mandats, il s'est élevé contre le choix du Sénat de lier, par le biais d'un marchandage choquant, sa décision de rétablir un seuil de 3 500 habitants pour l'application aux conseillers municipaux de la limitation du cumul des mandats, avec celle, prise par l'Assemblée nationale, dans le projet sur la parité, d'abaisser à 2 000 habitants le seuil à partir duquel les élections municipales auraient lieu au scrutin de liste majoritaire à deux tours.",C2
3817,"Les oncles, les grands-parents, les cousins, cette année toute la famille se rassemble afin de fêter Noël comme il se doit",B2
3818,Je viens d'être victime d'un nouveau virus Internet et je veux vous mettre en garde.,B1
3819,Il faut savoir tout faire.,A1
3820,"Ainsi l'inaltérable patience de robots-instituteurs en Corée du Nord et au Japon convient-elle aux enfants autistes, mais nul ne sait comment évolueront les autres enfants qui n'apprennent pas à composer avec les humeurs d'un professeur humain.",C2
3821,"Il est monté sur le bras du fauteuil, mais au même moment Simon s'est assis dans le fauteuil pour regarder la télévision.",A1
3822,Cela signifie que la perfusion de fer n'a en principe aucune influence comparée à l'infusion placebo et qu'aucun des groupes de donneurs mentionnés n'a profité d'une perfusion de fer.,C2
3823,Se précipiter avec violence dans un passage.,B1
3824,L'homme par qui le scandale est arrivé ne cachait pas son émotion.,B1
3825,Et parions que ces nouvelles technologies sauront créer un imaginaire tout aussi riche et fécond et pas seulement être des technologies au service de notre réalité.,C2
3826,"On voyait là des têtes de vieux, inexpressives et pacifiques, et qui, blanchâtres de chevelure et de teint, ressemblaient à des médailles d'argent ternies par une vapeur de plomb.",C1
3827,"En prenant toute configuration géographique pour un objet historique et réciproquement, la géohistoire participe au dépassement des conceptions d'un monde dont la diversité ne serait traduite que par des ""civilisations"" intemporelles et incompatibles entre elles.",C1
3828,La police a déclaré qu'elle avait trouvé le voleur de la Joconde.,B1
3829,"Pour moi, tout va bien.",A2
3830,Cet enjeu considérable a mené les communautés scientifiques nationales et internationales à lancer plusieurs projets d'envergure.,C1
3831,"Le soir, ils sont allés à un concert",A1
3832,"Mais aucune femme n'a encore eu la médaille Fields, l'équivalent du prix Nobel pour les mathématiques.",B2
3833,Le héros est mort à la fin du film.,A2
3834,Je suis battu.,A1
3835,"Et comme elle était, à ses débuts, utilisée sur les trottoirs, elle a occasionné de nombreux accidents",B2
3836,"Ses cheveux, dont les deux bandeaux noirs semblaient chacun d'un seul morceau, tant ils étaient lisses, étaient séparés sur le milieu de la tête par une raie fine, qui s'enfonçait légèrement selon la courbe du crâne ; et, laissant voir à peine le bout de l'oreille, ils allaient se confondre par derrière en un chignon abondant, avec un mouvement ondé vers les tempes, que le médecin de campagne remarqua là pour la première fois de sa vie.",C2
3837,Je retourne à mon vice !,A2
3838,"Nos vignerons ont pris des claques, ont été humiliés par les californiens et les chiliens et bien ils ont su réagir !",B2
3839,Pourrais-tu me passer le sel ?,A1
3840,"Pour dissuader ses lycéens de faire les Beaux-arts, l'École du cirque ou de se diriger vers diplôme d'arts du spectacle, un proviseur avait coutume de leur raconter cette histoire : J'avais deux copains.",C1
3841,"Depuis que je suis toute petite, je voyage beaucoup",B1
3842,Et il y a en ce sens comme une chute temporelle de Jésus s'abaissant pour s'accommoder aux concepts hébraïques.,C2
3843,On va manger des glaces et des bonbons.,A1
3844,Que faire aujourd'hui?,A1
3845,Les nationalités non soumises à visa (liste commune établie par les pays membres) peuvent circuler sur le territoire Schengen pendant une période de 3 mois au maximum,C1
3846,"Et pour les enfants, des ateliers de pâtisserie se dérouleront chaque jour tout au long de la journée",A2
3847,"Que les marquis se taisent sur leurs bancs, ou bien je fais tâter ma canne à leurs rubans !",C1
3848,L'hirondelle annonce soit le printemps soit l'automne.,B2
3849,"Quelque chose qui nous a rapproché c'est que toutes les deux on était assez rebelles et assez euh, on aimait bien faire des choses qui sortaient un peu de l'ordinaire.",A1
3850,Il est employé,A1
3851,"Le soir, pour me détendre, j'écoute de la musique ou je regarde un peu la télé",A1
3852,Celui-ci s'était cassé une aile en tombant d'une branche et il ne pouvait plus voler.,A2
3853,Comment a-t-il trouvé ce joli chemin ?,A2
3854,"Ensuite, nous pouvons difficilement prévoir la quantité d'essais à gérer en parallèle.",B2
3855,"Mais, passé les restrictions préliminaires, ils trouvent ça génial .",B2
3856,"Moyennant deux cents francs par an, il trouva donc à louer dans un village, sur les confins du pays de Caux et de la Picardie, une sorte de logis moitié ferme, moitié maison de maître ; et, chagrin, rongé de regrets, accusant le ciel, jaloux contre tout le monde, il s'enferma dès l'âge de quarante-cinq ans, dégoûté des hommes, disait-il, et décidé à vivre en paix.",C2
3857,Il a des lunettes,A1
3858,"Les devoirs sont, bien sûr, tout à fait nécessaires, si on veut faire des progrès dans ses études.",B1
3859,Je suis arrivée il y a un mois et j'habite en colocation avec deux copines,A1
3860,"À l'époque elle avait adoré son aspect brillant et rutilant, sans la moindre éraflure.",C1
3861,"Si tu étais moins bavard, les gens te confieraient plus de secrets intimes et confidentiels.",B2
3862,"Parce que la philosophie se trouve de plus en plus mobilisée en étendard face à un religieux invasif ou agressif, et parce qu'elle prend aujourd'hui les traits d'une quasi-religion laïque, un ouvrage comme celui de Pierre Bouretz brouille des pistes trop tracées.",C1
3863,L'idéal est évidemment que le parent sache sur quelles notions son enfant a achoppé durant l'année,C2
3864,"Derrière elle, elle l'entendit l'appeler.",B1
3865,Son frère est à côté,A1
3866,"D'autres enquêtes montrent que les enseignants interrogent plus souvent les filles que leurs camarades du sexe ""fort"" sur des sujets à connaître ""par coeur"".",C1
3867,Mais ses batteries solaires qui devaient prendre le relais n'ont pas reçu assez de lumière pour lui permettre de rester actif.,B1
3868,L'entrepreneur a présenté une estimation tout à fait raisonnable.,C2
3869,Nous aurions voulu rentrer plus tôt.,B2
3870,"Un trône est un siège, une chaise ou un fauteuil sur lequel un souverain s'assoit dans les circonstances solennelles.",B1
3871,Mais j'ai réussi à les mettre au lit tous en même temps cette fois.,B1
3872,Jason a très faim et cherche un restaurant,B1
3873,Qui a arrêté le policier voleur ?,A1
3874,"Il les assembla donc, leur fit donner des cognées, et leur ordonna de tailler dans la forêt une route qui la traverserait d'outre en outre.",B2
3875,"Le caractère pénible et douloureux du travail est ainsi exprimé dans la phrase ""tu travailleras à la sueur de ton front""",C2
3876,"Nos techniques et nos actions ne cessent d'engendrer des effets imprévisibles, souvent contraires à nos intentions.",C1
3877,"De son côté, la délégation américaine a tenté de persuader Moscou de ne pas approuver le texte, arguant que les technologies du futur permettraient de réduire les émissions de GES sans contrainte.",C1
3878,Il neigeait de plus en plus fort.,A2
3879,"Il doit étudier et écrire pendant quatre heures le matin et il ne peut se reposer que vingt minutes au moment de la récréation, à dix heures du matin",A2
3880,Projet d'externalisation de notre production de médicaments et des essais cliniques.,B2
3881,"Je devins sombre, taciturne, inégal dans mon humeur, amer dans mes discours.",C2
3882,"Selon le journaliste Nicholas Carr, l'usage intensif d'Internet modifierait nos comportements de travail intellectuel et dégraderait nos capacités cognitives.",B2
3883,"Au bout du petit matin, une autre petite maison qui sent très mauvais dans une rue très étroite, une maison minuscule qui abrite en ses entrailles de bois pourri de dizaines de rats et la turbulence de mes six frères et soeurs, une petite maison cruelle dont la intransigeance affole nos fin de mois et mon père fantasque grignoté d'une seule misère, je n'ai jamais su laquelle, qu'une imprévisible sorcellerie assoupit en mélancolique tendresse ou exalte en haut flammes de colère ; et ma mère dont les jambes pour notre faim inlassable pédalent, pédalent de jour, de nuit, je suis même réveillé la nuit par ces jambes inlassables qui pédalent la nuit et la morsure âpre dans la chair molle de la nuit d'une Singer et que ma mère pédale, pédale pour notre faim et de jour et de nuit.",C2
3884,"Toute tentative de remonter aux origines du langage humain deviendrait impossible et le mystère de la ""première langue"" ne serait jamais percé.",B2
